CP;Provincia;Localidad;Cod_Provincia;
1001;Capital Federal;CABA - Retiro;0;
1002;Capital Federal;CABA - Monserrat;0;
1003;Capital Federal;CABA - San Nicolas;0;
1004;Capital Federal;CABA - San Nicolas;0;
1005;Capital Federal;CABA - San Nicolas;0;
1006;Capital Federal;CABA - Retiro;0;
1007;Capital Federal;CABA - Retiro;0;
1008;Capital Federal;CABA - Monserrat;0;
1009;Capital Federal;CABA - San Nicolas;0;
1010;Capital Federal;CABA - San Nicolas;0;
1011;Capital Federal;CABA - Retiro;0;
1012;Capital Federal;CABA - Monserrat;0;
1013;Capital Federal;CABA - San Nicolas;0;
1014;Capital Federal;CABA - Recoleta;0;
1015;Capital Federal;CABA - San Nicolas;0;
1016;Capital Federal;CABA - Recoleta;0;
1017;Capital Federal;CABA - San Nicolas;0;
1018;Capital Federal;CABA - Recoleta;0;
1019;Capital Federal;CABA - Recoleta;0;
1020;Capital Federal;CABA - Recoleta;0;
1021;Capital Federal;CABA - Recoleta;0;
1022;Capital Federal;CABA - Recoleta;0;
1023;Capital Federal;CABA - Balvanera;0;
1024;Capital Federal;CABA - Balvanera;0;
1025;Capital Federal;CABA - Recoleta;0;
1026;Capital Federal;CABA - Balvanera;0;
1027;Capital Federal;CABA - Balvanera;0;
1028;Capital Federal;CABA - Balvanera;0;
1029;Capital Federal;CABA - Balvanera;0;
1030;Capital Federal;CABA - Balvanera;0;
1031;Capital Federal;CABA - Balvanera;0;
1032;Capital Federal;CABA - Balvanera;0;
1033;Capital Federal;CABA - Monserrat;0;
1034;Capital Federal;CABA - Balvanera;0;
1035;Capital Federal;CABA - Monserrat;0;
1036;Capital Federal;CABA - San Nicolas;0;
1037;Capital Federal;CABA - San Nicolas;0;
1038;Capital Federal;CABA - San Nicolas;0;
1039;Capital Federal;CABA - Balvanera;0;
1040;Capital Federal;CABA - Balvanera;0;
1041;Capital Federal;CABA - San Nicolas;0;
1042;Capital Federal;CABA - San Nicolas;0;
1043;Capital Federal;CABA - San Nicolas;0;
1044;Capital Federal;CABA - Balvanera;0;
1045;Capital Federal;CABA - Balvanera;0;
1046;Capital Federal;CABA - Balvanera;0;
1047;Capital Federal;CABA - San Nicolas;0;
1048;Capital Federal;CABA - San Nicolas;0;
1049;Capital Federal;CABA - San Nicolas;0;
1050;Capital Federal;CABA - Balvanera;0;
1051;Capital Federal;CABA - Balvanera;0;
1052;Capital Federal;CABA - Balvanera;0;
1053;Capital Federal;CABA - San Nicolas;0;
1054;Capital Federal;CABA - Retiro;0;
1055;Capital Federal;CABA - San Nicolas;0;
1056;Capital Federal;CABA - Recoleta;0;
1057;Capital Federal;CABA - Retiro;0;
1058;Capital Federal;CABA - Retiro;0;
1059;Capital Federal;CABA - Retiro;0;
1060;Capital Federal;CABA - Recoleta;0;
1061;Capital Federal;CABA - Recoleta;0;
1062;Capital Federal;CABA - San Nicolas;0;
1063;Capital Federal;CABA - San Telmo;0;
1064;Capital Federal;CABA - San Telmo;0;
1065;Capital Federal;CABA - San Telmo;0;
1066;Capital Federal;CABA - San Telmo;0;
1067;Capital Federal;CABA - Monserrat;0;
1068;Capital Federal;CABA - Constitucion;0;
1069;Capital Federal;CABA - San Telmo;0;
1070;Capital Federal;CABA - San Telmo;0;
1071;Capital Federal;CABA - Constitucion;0;
1072;Capital Federal;CABA - Constitucion;0;
1073;Capital Federal;CABA - Constitucion;0;
1074;Capital Federal;CABA - Constitucion;0;
1075;Capital Federal;CABA - Constitucion;0;
1076;Capital Federal;CABA - Constitucion;0;
1077;Capital Federal;CABA - Constitucion;0;
1078;Capital Federal;CABA - Constitucion;0;
1079;Capital Federal;CABA - Monserrat;0;
1080;Capital Federal;CABA - Balvanera;0;
1081;Capital Federal;CABA - Balvanera;0;
1082;Capital Federal;CABA - Balvanera;0;
1083;Capital Federal;CABA - Balvanera;0;
1084;Capital Federal;CABA - Monserrat;0;
1085;Capital Federal;CABA - Monserrat;0;
1086;Capital Federal;CABA - Monserrat;0;
1087;Capital Federal;CABA - Monserrat;0;
1088;Capital Federal;CABA - Monserrat;0;
1089;Capital Federal;CABA - Monserrat;0;
1090;Capital Federal;CABA - Balvanera;0;
1091;Capital Federal;CABA - Monserrat;0;
1092;Capital Federal;CABA - Monserrat;0;
1093;Capital Federal;CABA - Monserrat;0;
1094;Capital Federal;CABA - Balvanera;0;
1095;Capital Federal;CABA - Monserrat;0;
1096;Capital Federal;CABA - Monserrat;0;
1097;Capital Federal;CABA - Monserrat;0;
1098;Capital Federal;CABA - San Telmo;0;
1099;Capital Federal;CABA - San Telmo;0;
1100;Capital Federal;CABA - Constitucion;0;
1101;Capital Federal;CABA - San Telmo;0;
1102;Capital Federal;CABA - San Telmo;0;
1103;Capital Federal;CABA - San Telmo;0;
1104;Capital Federal;CABA - Zona Puerto;0;
1105;Capital Federal;CABA - Comunicaciones;0;
1106;Capital Federal;CABA - Zona Puerto;0;
1107;Capital Federal;CABA - Zona Puerto;0;
1108;Capital Federal;CABA - Monserrat;0;
1109;Capital Federal;CABA - Monserrat;0;
1110;Capital Federal;CABA - Monserrat;0;
1111;Capital Federal;CABA - Recoleta;0;
1112;Capital Federal;CABA - Recoleta;0;
1113;Capital Federal;CABA - Recoleta;0;
1114;Capital Federal;CABA - Recoleta;0;
1115;Capital Federal;CABA - Recoleta;0;
1116;Capital Federal;CABA - Recoleta;0;
1117;Capital Federal;CABA - Recoleta;0;
1118;Capital Federal;CABA - Recoleta;0;
1119;Capital Federal;CABA - Recoleta;0;
1120;Capital Federal;CABA - Recoleta;0;
1121;Capital Federal;CABA - Recoleta;0;
1122;Capital Federal;CABA - Recoleta;0;
1123;Capital Federal;CABA - Recoleta;0;
1124;Capital Federal;CABA - Recoleta;0;
1125;Capital Federal;CABA - Recoleta;0;
1126;Capital Federal;CABA - Recoleta;0;
1127;Capital Federal;CABA - Recoleta;0;
1128;Capital Federal;CABA - Recoleta;0;
1129;Capital Federal;CABA - Recoleta;0;
1130;Capital Federal;CABA - Constitucion;0;
1131;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1132;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1133;Capital Federal;CABA - Constitucion;0;
1134;Capital Federal;CABA - Constitucion;0;
1135;Capital Federal;CABA - Constitucion;0;
1136;Capital Federal;CABA - Constitucion;0;
1137;Capital Federal;CABA - Constitucion;0;
1138;Capital Federal;CABA - Constitucion;0;
1139;Capital Federal;CABA - Constitucion;0;
1140;Capital Federal;CABA - Constitucion;0;
1141;Capital Federal;CABA - Constitucion;0;
1142;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1143;Capital Federal;CABA - Constitucion;0;
1144;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1145;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1146;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1147;Capital Federal;CABA - San Telmo;0;
1148;Capital Federal;CABA - Constitucion;0;
1149;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1150;Capital Federal;CABA - San Telmo;0;
1151;Capital Federal;CABA - Constitucion;0;
1152;Capital Federal;CABA - Constitucion;0;
1153;Capital Federal;CABA - Constitucion;0;
1154;Capital Federal;CABA - Constitucion;0;
1155;Capital Federal;CABA - San Telmo;0;
1156;Capital Federal;CABA - San Telmo;0;
1157;Capital Federal;CABA - San Telmo;0;
1158;Capital Federal;CABA - San Telmo;0;
1159;Capital Federal;CABA - La Boca;0;
1160;Capital Federal;CABA - La Boca;0;
1161;Capital Federal;CABA - La Boca;0;
1162;Capital Federal;CABA - La Boca;0;
1163;Capital Federal;CABA - La Boca;0;
1164;Capital Federal;CABA - La Boca;0;
1165;Capital Federal;CABA - La Boca;0;
1166;Capital Federal;CABA - La Boca;0;
1167;Capital Federal;CABA - La Boca;0;
1168;Capital Federal;CABA - La Boca;0;
1169;Capital Federal;CABA - La Boca;0;
1170;Capital Federal;CABA - Balvanera;0;
1171;Capital Federal;CABA - Balvanera;0;
1172;Capital Federal;CABA - Almagro;0;
1173;Capital Federal;CABA - Balvanera;0;
1174;Capital Federal;CABA - Almagro;0;
1175;Capital Federal;CABA - Almagro;0;
1176;Capital Federal;CABA - Almagro;0;
1177;Capital Federal;CABA - Almagro;0;
1178;Capital Federal;CABA - Almagro;0;
1179;Capital Federal;CABA - Almagro;0;
1180;Capital Federal;CABA - Almagro;0;
1181;Capital Federal;CABA - Almagro;0;
1182;Capital Federal;CABA - Almagro;0;
1183;Capital Federal;CABA - Almagro;0;
1184;Capital Federal;CABA - Almagro;0;
1185;Capital Federal;CABA - Almagro;0;
1186;Capital Federal;CABA - Balvanera;0;
1187;Capital Federal;CABA - Balvanera;0;
1188;Capital Federal;CABA - Balvanera;0;
1189;Capital Federal;CABA - Balvanera;0;
1190;Capital Federal;CABA - Balvanera;0;
1191;Capital Federal;CABA - Almagro;0;
1192;Capital Federal;CABA - Almagro;0;
1193;Capital Federal;CABA - Balvanera;0;
1194;Capital Federal;CABA - Almagro;0;
1195;Capital Federal;CABA - Almagro;0;
1196;Capital Federal;CABA - Almagro;0;
1197;Capital Federal;CABA - Almagro;0;
1198;Capital Federal;CABA - Balvanera;0;
1199;Capital Federal;CABA - Almagro;0;
1200;Capital Federal;CABA - Almagro;0;
1201;Capital Federal;CABA - Almagro;0;
1202;Capital Federal;CABA - Almagro;0;
1203;Capital Federal;CABA - Balvanera;0;
1204;Capital Federal;CABA - Almagro;0;
1205;Capital Federal;CABA - Almagro;0;
1206;Capital Federal;CABA - Balvanera;0;
1207;Capital Federal;CABA - Balvanera;0;
1208;Capital Federal;CABA - Balvanera;0;
1209;Capital Federal;CABA - Balvanera;0;
1210;Capital Federal;CABA - Almagro;0;
1211;Capital Federal;CABA - Balvanera;0;
1212;Capital Federal;CABA - Almagro;0;
1213;Capital Federal;CABA - Balvanera;0;
1214;Capital Federal;CABA - Balvanera;0;
1215;Capital Federal;CABA - Balvanera;0;
1216;Capital Federal;CABA - Almagro;0;
1217;Capital Federal;CABA - Almagro;0;
1218;Capital Federal;CABA - Almagro;0;
1219;Capital Federal;CABA - San Cristobal;0;
1220;Capital Federal;CABA - San Cristobal;0;
1221;Capital Federal;CABA - San Cristobal;0;
1222;Capital Federal;CABA - San Cristobal;0;
1223;Capital Federal;CABA - Balvanera;0;
1224;Capital Federal;CABA - Balvanera;0;
1225;Capital Federal;CABA - San Cristobal;0;
1226;Capital Federal;CABA - Boedo;0;
1227;Capital Federal;CABA - San Cristobal;0;
1228;Capital Federal;CABA - Boedo;0;
1229;Capital Federal;CABA - San Cristobal;0;
1230;Capital Federal;CABA - San Cristobal;0;
1231;Capital Federal;CABA - San Cristobal;0;
1232;Capital Federal;CABA - San Cristobal;0;
1233;Capital Federal;CABA - Boedo;0;
1234;Capital Federal;CABA - Almagro;0;
1235;Capital Federal;CABA - Boedo;0;
1236;Capital Federal;CABA - Boedo;0;
1237;Capital Federal;CABA - Boedo;0;
1238;Capital Federal;CABA - Boedo;0;
1239;Capital Federal;CABA - Boedo;0;
1240;Capital Federal;CABA - Boedo;0;
1241;Capital Federal;CABA - Boedo;0;
1242;Capital Federal;CABA - Boedo;0;
1243;Capital Federal;CABA - Boedo;0;
1244;Capital Federal;CABA - San Cristobal;0;
1245;Capital Federal;CABA - San Cristobal;0;
1246;Capital Federal;CABA - San Cristobal;0;
1247;Capital Federal;CABA - San Cristobal;0;
1248;Capital Federal;CABA - San Cristobal;0;
1249;Capital Federal;CABA - San Cristobal;0;
1250;Capital Federal;CABA - Almagro;0;
1251;Capital Federal;CABA - San Cristobal;0;
1252;Capital Federal;CABA - San Cristobal;0;
1253;Capital Federal;CABA - San Cristobal;0;
1254;Capital Federal;CABA - San Cristobal;0;
1255;Capital Federal;CABA - Parque Patricios;0;
1256;Capital Federal;CABA - Parque Patricios;0;
1257;Capital Federal;CABA - Almagro;0;
1258;Capital Federal;CABA - San Cristobal;0;
1259;Capital Federal;CABA - San Cristobal;0;
1260;Capital Federal;CABA - San Cristobal;0;
1261;Capital Federal;CABA - Parque Patricios;0;
1262;Capital Federal;CABA - Parque Patricios;0;
1263;Capital Federal;CABA - Parque Patricios;0;
1264;Capital Federal;CABA - Parque Patricios;0;
1265;Capital Federal;CABA - Constitucion;0;
1266;Capital Federal;CABA - Constitucion;0;
1267;Capital Federal;CABA - Constitucion;0;
1268;Capital Federal;CABA - Constitucion;0;
1269;Capital Federal;CABA - Barracas;0;
1270;Capital Federal;CABA - Barracas;0;
1271;Capital Federal;CABA - Barracas;0;
1272;Capital Federal;CABA - Barracas;0;
1273;Capital Federal;CABA - Barracas;0;
1274;Capital Federal;CABA - Barracas;0;
1275;Capital Federal;CABA - Constitucion;0;
1276;Capital Federal;CABA - Barracas;0;
1277;Capital Federal;CABA - Barracas;0;
1278;Capital Federal;CABA - Barracas;0;
1279;Capital Federal;CABA - Barracas;0;
1280;Capital Federal;CABA - Barracas;0;
1281;Capital Federal;CABA - Barracas;0;
1282;Capital Federal;CABA - Barracas;0;
1283;Capital Federal;CABA - Constitucion;0;
1284;Capital Federal;CABA - Barracas;0;
1285;Capital Federal;CABA - Barracas;0;
1286;Capital Federal;CABA - Barracas;0;
1287;Capital Federal;CABA - Barracas;0;
1288;Capital Federal;CABA - Barracas;0;
1289;Capital Federal;CABA - Barracas;0;
1290;Capital Federal;CABA - Barracas;0;
1291;Capital Federal;CABA - Barracas;0;
1292;Capital Federal;CABA - Barracas;0;
1293;Capital Federal;CABA - Barracas;0;
1294;Capital Federal;CABA - Barracas;0;
1295;Capital Federal;CABA - Barracas;0;
1296;Capital Federal;CABA - Barracas;0;
1298;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1300;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1301;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1302;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1303;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1304;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1305;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1306;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1307;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1308;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1309;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1310;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1311;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1312;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1313;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1314;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1315;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1316;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1317;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1318;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1319;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1320;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1321;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1322;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1323;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1324;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1325;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1326;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1327;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1328;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1329;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1330;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1331;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1332;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1333;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1334;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1335;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1336;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1337;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1338;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1339;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1340;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1341;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1342;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1343;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1344;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1345;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1346;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1347;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1348;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1349;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1350;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1351;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1352;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1353;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1354;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1355;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1356;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1357;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1358;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1359;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1360;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1361;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1362;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1363;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1364;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1365;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1366;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1367;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1368;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1369;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1370;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1371;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1372;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1373;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1374;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1375;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1376;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1377;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1378;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1379;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1380;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1381;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1382;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1383;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1384;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1385;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1386;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1387;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1388;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1389;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1390;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1391;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1392;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1393;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1394;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1395;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1396;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1397;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1398;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1399;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1400;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1401;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1402;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1405;Capital Federal;CABA - Villa Crespo;0;
1406;Capital Federal;CABA - Flores;0;
1407;Capital Federal;CABA - Velez Sarfield;0;
1408;Capital Federal;CABA - Liniers;0;
1409;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1410;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1411;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1412;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1413;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1414;Capital Federal;CABA - Caballito;0;
1416;Capital Federal;CABA - Villa Gral. Mitre;0;
1417;Capital Federal;CABA - Villa Devoto;0;
1419;Capital Federal;CABA - Saavedra;0;
1420;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1421;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1422;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1423;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1424;Capital Federal;CABA - Parque Chacabuco;0;
1425;Capital Federal;CABA - Palermo;0;
1426;Capital Federal;CABA - Colegiales;0;
1427;Capital Federal;CABA - Chacarita;0;
1428;Capital Federal;CABA - Belgrano;0;
1429;Capital Federal;CABA - Nuñez;0;
1430;Capital Federal;CABA - Villa Ortuzar;0;
1431;Capital Federal;CABA - Villa Urquiza;0;
1432;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1433;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1434;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1435;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1436;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1437;Capital Federal;CABA - Nueva Pompeya;0;
1439;Capital Federal;CABA - Villa Lugano;0;
1440;Capital Federal;CABA - Mataderos;0;
1453;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1599;Capital Federal;Ciudad Autonoma Buenos Aires;0;
1602;Buenos Aires;Florida;1;
1603;Buenos Aires;Villa Martelli;1;
1604;Buenos Aires;Florida Oeste;1;
1605;Buenos Aires;Munro;1;
1606;Buenos Aires;Carapachay;1;
1607;Buenos Aires;Villa Adelina;1;
1608;Buenos Aires;Troncos Del Talar;1;
1609;Buenos Aires;Boulogne;1;
1610;Buenos Aires;Ricardo Rojas;1;
1611;Buenos Aires;Don Torcuato;1;
1612;Buenos Aires;Ingeniero Adolfo Sourdeaux;1;
1613;Buenos Aires;Los Polvorines;1;
1614;Buenos Aires;Villa De Mayo;1;
1615;Buenos Aires;Grand Bourg;1;
1616;Buenos Aires;Malvinas Argentinas;1;
1616;Buenos Aires;Pablo Nogues;1;
1617;Buenos Aires;General Pacheco;1;
1618;Buenos Aires;El Talar;1;
1619;Buenos Aires;Garin;1;
1620;Buenos Aires;Maquinista F Savio;1;
1621;Buenos Aires;Benavidez;1;
1621;Buenos Aires;Delta;1;
1622;Buenos Aires;Dique Lujan;1;
1622;Buenos Aires;Lopez Camelo;1;
1623;Buenos Aires;Ingeniero Maschwitz;1;
1624;Buenos Aires;Rincon De Milberg;1;
1625;Buenos Aires;Barrio El Cazador;1;
1625;Buenos Aires;Belen De Escobar;1;
1625;Buenos Aires;Casa Escobar;1;
1625;Buenos Aires;Escobar;1;
1626;Buenos Aires;Barrio El Cazador;1;
1627;Buenos Aires;Matheu;1;
1627;Buenos Aires;Zelaya;1;
1628;Buenos Aires;Loma Verde;1;
1629;Buenos Aires;Pilar;1;
1630;Buenos Aires;Pilar;1;
1631;Buenos Aires;Villa Rosa;1;
1632;Buenos Aires;Manzanares;1;
1633;Buenos Aires;Fatima;1;
1633;Buenos Aires;Fatima Estacion;1;
1633;Buenos Aires;Manzone;1;
1633;Buenos Aires;Villa Astolfi;1;
1634;Buenos Aires;Pilar;1;
1635;Buenos Aires;Km. 45;1;
1635;Buenos Aires;Presidente Derqui;1;
1636;Buenos Aires;Olivos;1;
1637;Buenos Aires;La Lucila;1;
1637;Buenos Aires;Olivos;1;
1638;Buenos Aires;Vicente Lopez;1;
1639;Buenos Aires;Martinez;1;
1640;Buenos Aires;Martinez;1;
1641;Buenos Aires;Acassuso;1;
1642;Buenos Aires;San Isidro;1;
1643;Buenos Aires;Beccar;1;
1644;Buenos Aires;Victoria;1;
1645;Buenos Aires;Virreyes;1;
1646;Buenos Aires;San Fernando;1;
1647;Entre Rios;A Baltazar Chico;5;
1647;Entre Rios;A Bravo Gutierrez;5;
1647;Entre Rios;A Bzo De La Tinta;5;
1647;Entre Rios;A Des D Gutierres;5;
1647;Entre Rios;A Desg Del Sauce;5;
1647;Entre Rios;A Gutierrez Chico;5;
1647;Entre Rios;A Paciencia Chico;5;
1647;Entre Rios;A Paciencia Grande;5;
1647;Entre Rios;A Perdido Ceibo;5;
1647;Entre Rios;A Perdido Mosquito;5;
1647;Entre Rios;A Sagastume Chico;5;
1647;Entre Rios;A Sagastume Grande;5;
1647;Entre Rios;Aero Club Canal;5;
1647;Entre Rios;Arroyo Baltazar;5;
1647;Entre Rios;Arroyo Boca Falsa;5;
1647;Entre Rios;Arroyo Brazo Chico;5;
1647;Entre Rios;Arroyo Carbon;5;
1647;Entre Rios;Arroyo Carboncito;5;
1647;Entre Rios;Arroyo Carpincho;5;
1647;Entre Rios;Arroyo Correntoso;5;
1647;Entre Rios;Arroyo Cuzco;5;
1647;Entre Rios;Arroyo De La Rosa;5;
1647;Entre Rios;Arroyo La Tinta;5;
1647;Entre Rios;Arroyo Malambo;5;
1647;Entre Rios;Arroyo Martinez;5;
1647;Entre Rios;Arroyo Negro;5;
1647;Entre Rios;Arroyo Pelado;5;
1647;Entre Rios;Arroyo Piedras;5;
1647;Entre Rios;Arroyo Qancay;5;
1647;Entre Rios;Arroyo Ss Chico;5;
1647;Entre Rios;Arroyo Ss Grande;5;
1647;Entre Rios;Arroyo Tiroles;5;
1647;Entre Rios;Brazo Largo;5;
1647;Entre Rios;Canal Nuevo;5;
1647;Entre Rios;Canal San Martin;5;
1647;Buenos Aires;Delta San Fernando;1;
1647;Entre Rios;La Chilena Canal;5;
1647;Entre Rios;La Chilena Zanja;5;
1647;Entre Rios;Paranacito Rio;5;
1647;Entre Rios;Rio Paranacito;5;
1648;Buenos Aires;Carupa;1;
1648;Buenos Aires;Tigre;1;
1649;Buenos Aires;Arroyo Bicho Feo;1;
1649;Buenos Aires;Arroyo Ceibito;1;
1649;Buenos Aires;Arroyo Cucharas;1;
1649;Buenos Aires;Arroyo Garcete;1;
1649;Buenos Aires;Arroyo Lara;1;
1649;Buenos Aires;Arroyo Las Animas;1;
1649;Buenos Aires;Arroyo Llorones;1;
1649;Buenos Aires;Arroyo Manzano;1;
1649;Buenos Aires;Arroyo Merlo;1;
1649;Buenos Aires;Arroyo Mosquito;1;
1649;Buenos Aires;Arroyo Pereyra;1;
1649;Buenos Aires;Arroyo Pito;1;
1649;Buenos Aires;Arroyo Platitos;1;
1649;Buenos Aires;Lobos Arroyo;1;
1649;Buenos Aires;Sauce Rio;1;
1649;Buenos Aires;Tigre;1;
1649;Buenos Aires;Z Delta S Fernando;1;
1650;Buenos Aires;Billinghurst;1;
1650;Buenos Aires;Fernandez Moreno;1;
1650;Buenos Aires;General San Martin;1;
1650;Buenos Aires;Lourdes;1;
1650;Buenos Aires;Migueletes;1;
1650;Buenos Aires;San Martin;1;
1650;Buenos Aires;Villa Libertad;1;
1650;Buenos Aires;Villa Maipu;1;
1651;Buenos Aires;San Andres;1;
1651;Buenos Aires;Villa Zagala;1;
1652;Buenos Aires;Tres De Febrero;1;
1653;Buenos Aires;Malaver;1;
1653;Buenos Aires;Villa Ballester;1;
1654;Buenos Aires;San Martin;1;
1655;Buenos Aires;Chilavert;1;
1655;Buenos Aires;Jose Leon Suarez;1;
1657;Buenos Aires;Loma Hermosa;1;
