CP;Provincia;Localidad;Cod_Provincia;
3724;Chaco;Las Breñas;15;
3726;Chaco;San Bernardo;15;
3727;Chaco;Tres Estacas;15;
3728;Chaco;Pampa Sommer;15;
3729;Chaco;Meson De Fierro;15;
3730;Chaco;C Juan Larrea;15;
3730;Chaco;Cabral;15;
3730;Chaco;Campo Ferrando;15;
3730;Chaco;Cerrito;15;
3730;Chaco;Charata;15;
3730;Chaco;Colonia Schmidt;15;
3730;Chaco;El Picaso;15;
3730;Chaco;El Puca;15;
3730;Chaco;General Necochea;15;
3730;Chaco;India Muerta;15;
3730;Chaco;Ipora Guazu;15;
3730;Chaco;Los Gualcos;15;
3730;Chaco;Lote 77;15;
3730;Chaco;Pampa Avila;15;
3730;Chaco;Pampa Barrera;15;
3730;Chaco;Pampa Cabrera;15;
3730;Chaco;Pampa Cejas;15;
3730;Chaco;Pampa Del Cielo;15;
3730;Chaco;Pampa Flores;15;
3730;Chaco;Pueblo Puca;15;
3731;Chaco;Arbol Blanco;15;
3731;Chaco;Pampa Landriel;15;
3731;Santiago Del Estero;Punta Rieles;13;
3731;Chaco;Santa Elvira;15;
3731;Santiago Del Estero;Sachayoj;13;
3732;Chaco;C El Triangulo;15;
3732;Chaco;C Hamburguesa;15;
3732;Chaco;C Necochea Sud;15;
3732;Chaco;Colonia Abate;15;
3732;Chaco;Colonia Barrera;15;
3732;Chaco;Colonia Bravo;15;
3732;Chaco;Colonia Economia;15;
3732;Chaco;Colonia Welhers;15;
3732;Santiago Del Estero;El Palmar;13;
3732;Chaco;El Triangulo;15;
3732;Chaco;General Capdevila;15;
3732;Santiago Del Estero;General Capdevilla;13;
3732;Chaco;General Pinedo;15;
3732;Chaco;La Economia;15;
3732;Chaco;Las Leonas;15;
3732;Chaco;Mi Ramon Gomez;15;
3732;Chaco;Palmar Central;15;
3732;Chaco;Palmar Norte;15;
3732;Chaco;Pampa Dorotier;15;
3732;Chaco;Pinedo Central;15;
3732;Santiago Del Estero;Pueblo Puca;13;
3732;Chaco;Puerta De Leon;15;
3732;Chaco;Welhers;15;
3733;Chaco;Campo El Jacaranda;15;
3733;Chaco;Hermoso Campo;15;
3733;Chaco;Itin;15;
3733;Chaco;Kilometro 523;15;
3733;Chaco;Tres Mojones;15;
3733;Chaco;Venados Grandes;15;
3734;Santiago Del Estero;Gancedo;13;
3734;Santiago Del Estero;Los Quebrachitos;13;
3734;Chaco;C La Maria Luisa;15;
3734;Santiago Del Estero;Campo Moreno;13;
3734;Chaco;Colonia Drydale;15;
3734;Santiago Del Estero;Colonia La Tota;13;
3734;Santiago Del Estero;El Arbolito;13;
3734;Santiago Del Estero;El Bravo;13;
3734;Chaco;El Cuadrado;15;
3734;Chaco;El Estero;15;
3734;Santiago Del Estero;El Porongal;13;
3734;Santiago Del Estero;El Puma;13;
3734;Santiago Del Estero;El Saladillo;13;
3734;Santiago Del Estero;La Cuchilla;13;
3734;Santiago Del Estero;Los Fortines;13;
3734;Chaco;Pzo D Indio E Fcgb;15;
3734;Santiago Del Estero;Viboras;13;
3734;Santiago Del Estero;Zuberbuhler;13;
3735;Chaco;Chorotis;15;
3736;Santiago Del Estero;Agua Salada;13;
3736;Santiago Del Estero;Calderon;13;
3736;Santiago Del Estero;Campo Del Infierno;13;
3736;Santiago Del Estero;Campo El Rosario;13;
3736;Santiago Del Estero;Dos Represas;13;
3736;Santiago Del Estero;E Nueva Esperanza;13;
3736;Santiago Del Estero;El Urunday;13;
3736;Santiago Del Estero;El Veinte;13;
3736;Santiago Del Estero;Girardet;13;
3736;Santiago Del Estero;Huchupayana;13;
3736;Santiago Del Estero;La Paloma;13;
3736;Santiago Del Estero;Roversi;13;
3736;Santiago Del Estero;Taco Fura;13;
3736;Santiago Del Estero;Tres Mojones;13;
3737;Chaco;Rio Muerto;15;
3740;Santiago Del Estero;Aibal;13;
3740;Santiago Del Estero;Anchilo;13;
3740;Santiago Del Estero;Barrio Obrero;13;
3740;Santiago Del Estero;Bella Vista;13;
3740;Santiago Del Estero;Campo Del Cielo;13;
3740;Santiago Del Estero;Campo Limpio;13;
3740;Santiago Del Estero;Cartavio;13;
3740;Santiago Del Estero;Cañada Limpia;13;
3740;Santiago Del Estero;Cejolao;13;
3740;Santiago Del Estero;Colonia España;13;
3740;Santiago Del Estero;Colonia Media;13;
3740;Santiago Del Estero;Dolores;13;
3740;Santiago Del Estero;Dos Eulacias;13;
3740;Santiago Del Estero;Dos Hermanas;13;
3740;Santiago Del Estero;El Aibalito;13;
3740;Santiago Del Estero;El Crucero;13;
3740;Santiago Del Estero;El Descanso;13;
3740;Santiago Del Estero;El Fisco;13;
3740;Santiago Del Estero;El Noventa;13;
3740;Santiago Del Estero;El Ojo De Agua;13;
3740;Santiago Del Estero;El Veintisiete;13;
3740;Santiago Del Estero;Estancia La Elsita;13;
3740;Santiago Del Estero;Jdin D L Delicias;13;
3740;Santiago Del Estero;Juncal Grande;13;
3740;Santiago Del Estero;Kilometro 48;13;
3740;Santiago Del Estero;La Loma;13;
3740;Santiago Del Estero;Laguna Baya;13;
3740;Santiago Del Estero;Los Pensamientos;13;
3740;Santiago Del Estero;Los Puentes;13;
3740;Santiago Del Estero;Maravilla;13;
3740;Santiago Del Estero;Maria;13;
3740;Santiago Del Estero;Minerva;13;
3740;Santiago Del Estero;Nogales;13;
3740;Santiago Del Estero;P Obraje M Ange;13;
3740;Santiago Del Estero;Paraje El Prado;13;
3740;Santiago Del Estero;Paraje Gauna;13;
3740;Santiago Del Estero;Paraje La Pampa;13;
3740;Santiago Del Estero;Paraje Lilo Viejo;13;
3740;Santiago Del Estero;Paraje Milagro;13;
3740;Santiago Del Estero;Paraje V Yolanda;13;
3740;Santiago Del Estero;Pirhuas;13;
3740;Santiago Del Estero;Proviru;13;
3740;Santiago Del Estero;Puesto De Mena;13;
3740;Santiago Del Estero;Puma;13;
3740;Santiago Del Estero;Quimili;13;
3740;Santiago Del Estero;Rumi;13;
3740;Santiago Del Estero;Saldivar;13;
3740;Santiago Del Estero;San Jose;13;
3740;Santiago Del Estero;San Nicolas;13;
3740;Santiago Del Estero;Santa Justina;13;
3740;Santiago Del Estero;Tinajeraloj;13;
3740;Santiago Del Estero;Villa Guañuna;13;
3740;Santiago Del Estero;Villa Matilde;13;
3741;Santiago Del Estero;Aerolito;13;
3741;Santiago Del Estero;Agustina Libarona;13;
3741;Santiago Del Estero;Alhuampa;13;
3741;Santiago Del Estero;Doble Tero;13;
3741;Santiago Del Estero;Donadeu;13;
3741;Santiago Del Estero;Dos Eulalias;13;
3741;Santiago Del Estero;El Colorado;13;
3741;Santiago Del Estero;El Fisco;13;
3741;Santiago Del Estero;El Fisco De Fatima;13;
3741;Santiago Del Estero;El Noventa;13;
3741;Santiago Del Estero;El Tanque;13;
3741;Santiago Del Estero;Genoveva;13;
3741;Santiago Del Estero;Granadero Gatica;13;
3741;Santiago Del Estero;Haase;13;
3741;Santiago Del Estero;Hernan Mejia Mira;13;
3741;Santiago Del Estero;Kilometro 606;13;
3741;Santiago Del Estero;Kilometro 719;13;
3741;Santiago Del Estero;La Curva;13;
3741;Santiago Del Estero;La Marta;13;
3741;Santiago Del Estero;Las Porteñas;13;
3741;Santiago Del Estero;Los Gatos;13;
3741;Santiago Del Estero;Los Milagros;13;
3741;Santiago Del Estero;Los Pecariel;13;
3741;Santiago Del Estero;Los Porteños;13;
3741;Santiago Del Estero;Lote F;13;
3741;Santiago Del Estero;Magdalena;13;
3741;Santiago Del Estero;Morayos;13;
3741;Santiago Del Estero;Octavia;13;
3741;Santiago Del Estero;Otumpa;13;
3741;Santiago Del Estero;Pozo Del Toba;13;
3741;Santiago Del Estero;San Alberto;13;
3741;Santiago Del Estero;San Miguel;13;
3741;Santiago Del Estero;Santa Elena;13;
3743;Santiago Del Estero;E Pampa Muyoj;13;
3743;Santiago Del Estero;El Prado;13;
3743;Santiago Del Estero;La Pampa;13;
3743;Santiago Del Estero;Milagro;13;
3743;Santiago Del Estero;Monte Alto;13;
3743;Santiago Del Estero;Obraje M Angelica;13;
3743;Santiago Del Estero;Tintina;13;
3743;Santiago Del Estero;Villa Yolanda;13;
3745;Santiago Del Estero;Central Dolores;13;
3745;Santiago Del Estero;El 21;13;
3745;Santiago Del Estero;El Hoyo;13;
3745;Santiago Del Estero;Hualo Cancana;13;
3745;Santiago Del Estero;Huilla Catina;13;
3745;Santiago Del Estero;Kilometro 694;13;
3745;Santiago Del Estero;La Chejchilla;13;
3745;Santiago Del Estero;La Guardia;13;
3745;Santiago Del Estero;Libertad;13;
3745;Santiago Del Estero;Lilo Viejo;13;
3745;Santiago Del Estero;Patay;13;
3745;Santiago Del Estero;Pozo Castaño;13;
3745;Santiago Del Estero;Puesto Del Medio;13;
3745;Santiago Del Estero;Quilumpa;13;
3745;Santiago Del Estero;Saladillo;13;
3745;Santiago Del Estero;San Antonio;13;
3747;Santiago Del Estero;Aibalito;13;
3747;Santiago Del Estero;Alberdi;13;
3747;Santiago Del Estero;Campo Gallo;13;
3747;Santiago Del Estero;E La Agustina;13;
3747;Santiago Del Estero;Florida;13;
3747;Santiago Del Estero;Kilometro 20;13;
3747;Santiago Del Estero;La America;13;
3747;Santiago Del Estero;La Fortuna;13;
3747;Santiago Del Estero;Las Carpas;13;
3747;Santiago Del Estero;Monte Verde;13;
3747;Santiago Del Estero;Obraje Iriondo;13;
3747;Santiago Del Estero;Pozo Muerto;13;
3747;Santiago Del Estero;Pozo Salado;13;
3747;Santiago Del Estero;San Antonio;13;
3747;Santiago Del Estero;San Ramon;13;
3747;Santiago Del Estero;Santa Cruz;13;
3747;Santiago Del Estero;Yunta Pozo;13;
3749;Santiago Del Estero;Agua Blanca;13;
3749;Santiago Del Estero;Argentina;13;
3749;Santiago Del Estero;Bahia Blanca;13;
3749;Santiago Del Estero;Campo Alegre;13;
3749;Santiago Del Estero;Campo Del Aguila;13;
3749;Santiago Del Estero;Campo Verde;13;
3749;Santiago Del Estero;Chainima;13;
3749;Santiago Del Estero;Chañar Pozo;13;
3749;Santiago Del Estero;Cuquero;13;
3749;Santiago Del Estero;Dos Varones;13;
3749;Santiago Del Estero;El Cambiado;13;
3749;Santiago Del Estero;El Colmenar;13;
3749;Santiago Del Estero;El Corrido;13;
3749;Santiago Del Estero;El Oscuro;13;
3749;Santiago Del Estero;El Rosario;13;
3749;Santiago Del Estero;El Traslado;13;
3749;Santiago Del Estero;El Valle;13;
3749;Santiago Del Estero;El Valle D Oriente;13;
3749;Santiago Del Estero;Hazan Villa;13;
3749;Santiago Del Estero;La Argentina;13;
3749;Santiago Del Estero;La Armonia;13;
3749;Santiago Del Estero;La Cañada;13;
3749;Santiago Del Estero;La Defensa;13;
3749;Santiago Del Estero;La Esperanza;13;
3749;Santiago Del Estero;La Union;13;
3749;Santiago Del Estero;Las Aguilas;13;
3749;Santiago Del Estero;Los Carrizos;13;
3749;Santiago Del Estero;Maidana;13;
3749;Santiago Del Estero;Maravilla;13;
3749;Santiago Del Estero;Monte Rico;13;
3749;Santiago Del Estero;Nuevo Libano;13;
3749;Santiago Del Estero;Nuevo Lujan;13;
3749;Santiago Del Estero;Palermo;13;
3749;Santiago Del Estero;Parana;13;
3749;Santiago Del Estero;Rivadavia;13;
3749;Santiago Del Estero;San Carlos;13;
3749;Santiago Del Estero;San Juan;13;
3749;Santiago Del Estero;Santa Rosa;13;
3749;Santiago Del Estero;Vinal Pozo;13;
3752;Santiago Del Estero;El Mistol;13;
3752;Santiago Del Estero;Kilometro 499;13;
3752;Santiago Del Estero;Nasalo;13;
3752;Santiago Del Estero;Noge;13;
3752;Santiago Del Estero;Pozo Colorado;13;
3752;Santiago Del Estero;Puna;13;
3752;Santiago Del Estero;Quebracho Pintado;13;
3752;Santiago Del Estero;Retiro San Pablo;13;
3752;Santiago Del Estero;Tobas;13;
3752;Santiago Del Estero;Vilelas;13;
3753;Santiago Del Estero;Vilelas;13;
3760;Santiago Del Estero;28 De Marzo;13;
3760;Santiago Del Estero;Añatuya;13;
3760;Santiago Del Estero;Barrio La Leñera;13;
3760;Santiago Del Estero;Barrio V Fernandez;13;
3760;Santiago Del Estero;Binal Esquina;13;
3760;Santiago Del Estero;Coronel Barros;13;
3760;Santiago Del Estero;Cuatro Bocas;13;
3760;Santiago Del Estero;El Mataco;13;
3760;Santiago Del Estero;Kilometro 515;13;
3760;Santiago Del Estero;La Encalada;13;
3760;Santiago Del Estero;La Esmeralda;13;
3760;Santiago Del Estero;La Estancia;13;
3760;Santiago Del Estero;Lote 15;13;
3760;Santiago Del Estero;Puni Tajo;13;
3760;Santiago Del Estero;Santa Ana;13;
3760;Santiago Del Estero;Simbol Bajo;13;
3760;Santiago Del Estero;Suncho Pozo;13;
3760;Santiago Del Estero;Tinap Jerayoj;13;
3760;Santiago Del Estero;Villa Abregu;13;
3761;Santiago Del Estero;El Malacara;13;
3761;Santiago Del Estero;Los Linares;13;
3761;Santiago Del Estero;Miel De Palo;13;
3761;Santiago Del Estero;Pozo Herrera;13;
3763;Santiago Del Estero;Kilometro 450;13;
3763;Santiago Del Estero;La Simona;13;
3763;Santiago Del Estero;Los Juries;13;
3763;Santiago Del Estero;Obraje Mailin;13;
3763;Santiago Del Estero;Tres De Marzo;13;
3765;Santiago Del Estero;El Cuadrado;13;
3765;Santiago Del Estero;Kilometro 477;13;
3765;Santiago Del Estero;Km 443 Taboada;13;
3765;Santiago Del Estero;La Balanza;13;
3765;Santiago Del Estero;La Nena;13;
3765;Santiago Del Estero;La Reconquista;13;
3765;Santiago Del Estero;Lote 42;13;
3765;Santiago Del Estero;Tomas Young;13;
3766;Santiago Del Estero;Agua Dulce;13;
3766;Santiago Del Estero;Averias;13;
3766;Santiago Del Estero;Gualamba;13;
3766;Santiago Del Estero;Kilometro 433;13;
3766;Santiago Del Estero;Kilometro 454;13;
3766;Santiago Del Estero;La Esmeralda;13;
3766;Santiago Del Estero;Las Flores;13;
3766;Santiago Del Estero;Los Pocitos;13;
3766;Santiago Del Estero;Lote 27 E 286;13;
3766;Santiago Del Estero;Tacañitas;13;
3766;Santiago Del Estero;Tres Pozos;13;
3820;Santiago Del Estero;El Mojon;13;
4000;Santiago Del Estero;E De Zootecnia B;13;
4000;Santiago Del Estero;Los Pinos B;13;
4000;Santiago Del Estero;San Bernardo B;13;
4000;Tucuman;San Miguel De Tucuman;14;
4000;Tucuman;V Zenon Santillan;14;
4001;Tucuman;San Miguel De Tucuman;14;
4002;Tucuman;San Miguel De Tucuman;14;
4003;Tucuman;Pacara;14;
4005;Tucuman;Villa Carmela;14;
4010;Tucuman;Villa Carmela;14;
4011;Catamarca;Santa Maria;2;
4065;Tucuman;Los Sarmientos;14;
4101;Tucuman;A G D V Burruyacu;14;
4101;Tucuman;Agua Negra;14;
4101;Tucuman;Aguadita;14;
4101;Tucuman;Aserradero;14;
4101;Tucuman;Barrio Diagonal;14;
4101;Tucuman;Barrio Rivadavia;14;
4101;Tucuman;Chorrillos;14;
4101;Tucuman;Colonia Los Hills;14;
4101;Tucuman;Colonia San Ramon;14;
4101;Tucuman;Colonia Sarmiento;14;
4101;Tucuman;Cuchillas;14;
4101;Tucuman;E 300 La Picada;14;
4101;Tucuman;E Capitan G De Med;14;
4101;Tucuman;E Exper Agricola;14;
4101;Tucuman;E Fortunata Garcia;14;
4101;Tucuman;E Miguel Azcuenaga;14;
4101;Tucuman;E Miguel Cervantes;14;
4101;Tucuman;E Ramon Carrillo;14;
4101;Tucuman;E S Agricola;14;
4101;Tucuman;El Colmenar;14;
4101;Tucuman;El Mutul;14;
4101;Tucuman;El Timbo;14;
4101;Tucuman;El Zanjon;14;
4101;Tucuman;Escuela 107;14;
4101;Tucuman;Escuela 163;14;
4101;Tucuman;Escuela 164;14;
4101;Tucuman;Escuela 210;14;
4101;Tucuman;Escuela 215;14;
4101;Tucuman;Escuela 218;14;
4101;Tucuman;Escuela 219;14;
4101;Tucuman;Escuela 255;14;
4101;Tucuman;Escuela 256;14;
4101;Tucuman;Escuela 299;14;
4101;Tucuman;Escuela 350;14;
4101;Tucuman;Escuela 393;14;
4101;Tucuman;Escuela 48;14;
4101;Tucuman;Escuela 59;14;
4101;Tucuman;Escuela 70;14;
4101;Tucuman;Granja Modelo;14;
4101;Tucuman;La Aguadita;14;
4101;Tucuman;La Cienaga;14;
4101;Tucuman;La Puerta;14;
4101;Tucuman;Las Moritas;14;
4101;Tucuman;Las Salinas;14;
4101;Tucuman;Las T Tranquitas;14;
4101;Tucuman;Las Talitas;14;
4101;Tucuman;Leo Huasi;14;
4101;Tucuman;Los Hilos;14;
4101;Tucuman;Los Nogales;14;
4101;Tucuman;Los Pocitos;14;
4101;Tucuman;Los Timbos;14;
4101;Tucuman;Matul;14;
4101;Tucuman;Medina;14;
4101;Tucuman;Nio V Padre Monti;14;
4101;Tucuman;Nogalito;14;
4101;Tucuman;Nueva Rosa;14;
4101;Tucuman;Ojo;14;
4101;Tucuman;Ovejeria;14;
4101;Tucuman;P De Palavecino;14;
4101;Tucuman;Potrerillo;14;
4101;Tucuman;Puerta Vieja;14;
4101;Tucuman;Rio Loro;14;
4101;Tucuman;Sunchal;14;
4101;Tucuman;Timbo Nuevo;14;
4101;Tucuman;Timbo Viejo;14;
4101;Tucuman;Tranquitas;14;
4101;Tucuman;Tres Sargentos;14;
4101;Tucuman;V De Los Britos;14;
4101;Tucuman;Vacahuasi;14;
4101;Tucuman;Villa Padre Monti;14;
4101;Tucuman;Villa Rosa;14;
4102;Tucuman;Los Pocitos;14;
4103;Tucuman;Bajo De Raco;14;
4103;Tucuman;C La Esperanza;14;
4103;Tucuman;El Cadillal;14;
4103;Tucuman;El Cuarteadero;14;
4103;Tucuman;El Duraznito;14;
4103;Tucuman;El Pelado;14;
4103;Tucuman;El Tiro Argentino;14;
4103;Tucuman;G Anselmo Rojo;14;
4103;Tucuman;Kilometro 925;14;
4103;Tucuman;La Falda;14;
4103;Tucuman;La Manga;14;
4103;Tucuman;La Picada;14;
4103;Tucuman;La Ramada;14;
4103;Tucuman;La Toma;14;
4103;Tucuman;Laguna Grande;14;
4103;Tucuman;Los Estanques;14;
4103;Tucuman;Los Zaragoza;14;
4103;Tucuman;Luz Y Fuerza;14;
4103;Tucuman;Monasterio;14;
4103;Tucuman;Nueva Esperanza;14;
4103;Tucuman;P Cienaga Amarilla;14;
4103;Tucuman;Pueblo Obrero;14;
4103;Tucuman;Rincon;14;
4103;Tucuman;Tafi Viejo;14;
4103;Tucuman;Taficillo;14;
4103;Tucuman;Talleres Naces;14;
4103;Tucuman;Villa La Colmena;14;
4103;Tucuman;Villa Mitre;14;
4104;Tucuman;El Manantial;14;
4104;Tucuman;Los Pocitos;14;
4105;Tucuman;Abra Del Tafi;14;
4105;Tucuman;Ancajulli;14;
4105;Tucuman;Anfana;14;
4105;Tucuman;C Los Chasales;14;
4105;Tucuman;Calimayo;14;
4105;Tucuman;Camino Del Peru;14;
4105;Tucuman;Campo Redondo;14;
4105;Tucuman;Cevil Redondo;14;
4105;Tucuman;Chasquivil;14;
4105;Tucuman;Colonia Felipe;14;
4105;Tucuman;Colonia Tacapunco;14;
4105;Tucuman;Cuatro Sauces;14;
4105;Tucuman;Curva De Los Vegas;14;
4105;Tucuman;E Antonio Medina;14;
4105;Tucuman;E G De S Mart;14;
4105;Tucuman;E Otilde De Toro;14;
4105;Tucuman;El Catorce;14;
4105;Tucuman;El Ceibal;14;
4105;Tucuman;El Duraznillo;14;
4105;Tucuman;El Nogalito;14;
4105;Tucuman;El Siambon;14;
4105;Tucuman;Escuela;14;
4105;Tucuman;Escuela 113;14;
4105;Tucuman;Escuela 311;14;
4105;Tucuman;Fagsa;14;
4105;Tucuman;Finca Tina;14;
4105;Tucuman;Hitachi;14;
4105;Tucuman;Horco Molle;14;
4105;Tucuman;Hoyada;14;
4105;Tucuman;Kilometro 792;14;
4105;Tucuman;Kilometro 808;14;
4105;Tucuman;La Banda;14;
4105;Tucuman;La Bomba;14;
4105;Tucuman;La Cavera;14;
4105;Tucuman;La Hoyada;14;
4105;Tucuman;La Sala;14;
4105;Tucuman;Lacavera;14;
4105;Tucuman;Las Juntas;14;
4105;Tucuman;Las Talas;14;
4105;Tucuman;Las Tipas;14;
4105;Tucuman;Lomas De Imbaud;14;
4105;Tucuman;Los Aguirre;14;
4105;Tucuman;Los Alamos;14;
4105;Tucuman;Los Alcaraces;14;
4105;Tucuman;Los Bulacios;14;
4105;Tucuman;Los Chamicos;14;
4105;Tucuman;Los Planchones;14;
4105;Tucuman;Los Vazquez;14;
4105;Tucuman;Manantial;14;
4105;Tucuman;Manantial De Ovanta;14;
4105;Tucuman;Misky;14;
4105;Tucuman;Mtial De Ovanta;14;
4105;Tucuman;Mundo Nuevo;14;
4105;Tucuman;Parada De Ohuanta;14;
4105;Tucuman;Potrerillo;14;
4105;Tucuman;Puesto Cochucho;14;
4105;Tucuman;R Provincial 338;14;
4105;Tucuman;Raco;14;
4105;Tucuman;San Alberto;14;
4105;Tucuman;San Felipe;14;
4105;Tucuman;San Javier;14;
4105;Tucuman;San Miguel;14;
4105;Tucuman;Santa Barbara;14;
4105;Tucuman;Tecotex;14;
4105;Tucuman;Tipas;14;
4105;Tucuman;Villa Angelina;14;
4105;Tucuman;Villa Nougues;14;
4105;Tucuman;Villa San Javier;14;
4105;Tucuman;Yerba Huasi;14;
4107;Tucuman;Aconquija;14;
4107;Tucuman;Barrio Casino;14;
4107;Tucuman;Cuatro Gatos;14;
4107;Tucuman;Higueritas;14;
4107;Tucuman;Iglesias;14;
4107;Tucuman;Las Mellizas;14;
4107;Tucuman;Ojo De Agua;14;
4107;Tucuman;Pie Del Aconquija;14;
4107;Tucuman;Puerta San Javier;14;
4107;Tucuman;Villa Marcos Paz;14;
4107;Tucuman;Yerba Buena;14;
4108;Tucuman;San Javier;14;
4109;Tucuman;Banda Del Rio Sali;14;
4109;Tucuman;Barrio Belgrano;14;
4109;Tucuman;Ingenio Concepcion;14;
4109;Tucuman;Ingenio San Juan;14;
4109;Tucuman;Los Vallistos;14;
4109;Tucuman;Nuevos Mataderos;14;
4109;Tucuman;Puente Rio Sali;14;
4110;Tucuman;Campo Herrera;14;
4111;Tucuman;Aguada;14;
4111;Tucuman;Bajo Grande;14;
4111;Tucuman;Bilca Pozo;14;
4111;Tucuman;Campana;14;
4111;Tucuman;Candelillal;14;
4111;Tucuman;Carbon Pozo;14;
4111;Tucuman;Cevilarcito;14;
4111;Tucuman;Chilcal;14;
4111;Tucuman;Colombres;14;
4111;Tucuman;Colonia Agricola;14;
4111;Tucuman;Colonia Argentina;14;
4111;Tucuman;Cortaderal;14;
4111;Tucuman;Cortaderas;14;
4111;Tucuman;Costa A Esquina;14;
4111;Tucuman;E Esquina;14;
4111;Tucuman;El C Colombres;14;
4111;Tucuman;Esquina;14;
4111;Tucuman;Esquina Del Llano;14;
4111;Tucuman;Finca Elisa;14;
4111;Tucuman;Finca Pacara;14;
4111;Tucuman;Fronteritas;14;
4111;Tucuman;Gobernador Nouges;14;
4111;Tucuman;Ingenio Cruz Alta;14;
4111;Tucuman;Ingenio Leales;14;
4111;Tucuman;Juan Posse;14;
4111;Tucuman;La Aguada;14;
4111;Tucuman;La Empatada;14;
4111;Tucuman;La Encantada;14;
4111;Tucuman;La Fronterita;14;
4111;Tucuman;Laguna Blanca;14;
4111;Tucuman;Las Mercedes;14;
4111;Tucuman;Lastenia;14;
4111;Tucuman;Loma Verde;14;
4111;Tucuman;Los Bulacios;14;
4111;Tucuman;Los Camperos;14;
4111;Tucuman;Los Porceles;14;
4111;Tucuman;Los Sueldos;14;
4111;Tucuman;Los Villagra;14;
4111;Tucuman;Pacara Pintado;14;
4111;Tucuman;Pala Pala;14;
4111;Tucuman;Polito;14;
4111;Tucuman;Pozo Alto;14;
4111;Tucuman;Pozo Del Alto;14;
4111;Tucuman;Puesto Chico;14;
4111;Tucuman;Puma Pozo;14;
4111;Tucuman;Quilmes;14;
4111;Tucuman;Retiro;14;
4111;Tucuman;Roma;14;
4111;Tucuman;Rosario Oeste;14;
4111;Tucuman;S Rosa De Leales;14;
4111;Tucuman;San Andres;14;
4111;Tucuman;San Nicolas;14;
4111;Tucuman;Santa Felisa;14;
4111;Tucuman;Santa Rosa De Leales;14;
4111;Tucuman;Sueldo;14;
4111;Tucuman;Sueldos;14;
4111;Tucuman;Vilca Pozo;14;
4112;Tucuman;El Bracho;14;
4113;Tucuman;Acostilla;14;
4113;Tucuman;Avestilla;14;
4113;Tucuman;C Y Apeadero Fcgb;14;
4113;Tucuman;Cachi Huasi;14;
4113;Tucuman;Cachi Yaco;14;
4113;Tucuman;El Carmen;14;
4113;Tucuman;El Durazno;14;
4113;Tucuman;El Guardamonte;14;
4113;Tucuman;El Naranjo;14;
4113;Tucuman;El Rosario;14;
4113;Tucuman;Entre Rios;14;
4113;Tucuman;Gomez Chico;14;
4113;Tucuman;Las Acostillas;14;
4113;Tucuman;Leales;14;
4113;Tucuman;Los Britos;14;
4113;Tucuman;Los Crespo;14;
4113;Tucuman;Los Gomez;14;
4113;Tucuman;Los Herreras;14;
4113;Tucuman;Los Juarez;14;
4113;Tucuman;Los Quemados;14;
4113;Tucuman;Los Romanos;14;
4113;Tucuman;Lunarejos;14;
4113;Tucuman;Miguel Lillo;14;
4113;Tucuman;Noario;14;
4113;Tucuman;San Jose De Leales;14;
4113;Tucuman;Tusca Pozo;14;
4113;Tucuman;Tusquitas;14;
4113;Tucuman;Uturungu;14;
4113;Tucuman;Villa Leales;14;
4113;Tucuman;Yatapayana;14;
4115;Tucuman;Agua Azul;14;
4115;Tucuman;Agua Dulce;14;
4115;Tucuman;Ahi Veremos;14;
4115;Tucuman;Bajo Grande;14;
4115;Tucuman;Barrealito;14;
4115;Tucuman;Buena Vista;14;
4115;Tucuman;Camas Amontonadas;14;
4115;Tucuman;Campo Azul;14;
4115;Tucuman;Condor Huasi;14;
4115;Tucuman;E Las Cs;14;
4115;Tucuman;El Mollar;14;
4115;Tucuman;El Naranjito;14;
4115;Tucuman;El Pavon;14;
4115;Tucuman;El Suncho;14;
4115;Tucuman;Favorina;14;
4115;Tucuman;Jusco Pozo;14;
4115;Tucuman;La Colonia;14;
4115;Tucuman;La Florida;14;
4115;Tucuman;Las Celayas;14;
4115;Tucuman;Las Colonias;14;
4115;Tucuman;Las Encrucijadas;14;
4115;Tucuman;Las Palmitas;14;
4115;Tucuman;Las Zorras;14;
4115;Tucuman;Los Puestos;14;
4115;Tucuman;Los Villegas;14;
4115;Tucuman;Los Zelayas;14;
4115;Tucuman;Mancopa;14;
4115;Tucuman;Mancopa Chico;14;
4115;Tucuman;Mixta;14;
4115;Tucuman;Mojon;14;
4115;Tucuman;Monte Bello;14;
4115;Tucuman;Moyar;14;
4115;Tucuman;Naranjito;14;
4115;Tucuman;Oran;14;
4115;Tucuman;Palmitas;14;
4115;Tucuman;Pirhuas;14;
4115;Tucuman;Posse Desv P Fcgm;14;
4115;Tucuman;Punta De Rieles;14;
4115;Tucuman;Punta Rieles;14;
4115;Tucuman;Rafaela Pozo;14;
4115;Tucuman;Romera Pozo;14;
4115;Tucuman;San Antonio;14;
4115;Tucuman;Sandis;14;
4115;Tucuman;Soledad;14;
4115;Tucuman;Vielos;14;
4116;Tucuman;Lastenia;14;
4117;Tucuman;Alabama;14;
4117;Tucuman;Alto De Medina;14;
4117;Tucuman;Angostura;14;
4117;Tucuman;Carolinas Bajas;14;
4117;Tucuman;Cañada De Alzogaray;14;
4117;Tucuman;Chabela;14;
4117;Tucuman;Delfin Gallo;14;
4117;Tucuman;El Aserradero;14;
4117;Tucuman;El Cochuchal;14;
4117;Tucuman;El Espinillo;14;
4117;Tucuman;El Mojon;14;
4117;Tucuman;El Naranjo;14;
