COMPROING	NROCOMPROING	CAJA	RAZÓN
RB	100110158	1000764	FACTURA_NO_ENCONTRADA
RB	100110158	1000764	FACTURA_NO_ENCONTRADA
RB	100110159	1000764	FACTURA_NO_ENCONTRADA
RB	100110159	1000764	FACTURA_NO_ENCONTRADA
RB	100110172	1000764	FACTURA_NO_ENCONTRADA
RB	100110173	1000764	FACTURA_NO_ENCONTRADA
RB	700013492	7000645	FACTURA_NO_ENCONTRADA
RB	700013492	7000645	FACTURA_NO_ENCONTRADA
RB	700013492	7000645	FACTURA_NO_ENCONTRADA
RB	700013492	7000645	FACTURA_NO_ENCONTRADA
RB	700013492	7000645	FACTURA_NO_ENCONTRADA
RB	700013492	7000645	FACTURA_NO_ENCONTRADA
RB	100110186	1000764	FACTURA_NO_ENCONTRADA
RB	100110186	1000764	FACTURA_NO_ENCONTRADA
RB	100110186	1000764	FACTURA_NO_ENCONTRADA
RB	100110186	1000764	FACTURA_NO_ENCONTRADA
RB	800013394	8000617	FACTURA_NO_ENCONTRADA
RB	100110191	1000765	FACTURA_NO_ENCONTRADA
RB	400046306	4000543	FACTURA_NO_ENCONTRADA
RB	400046306	4000543	FACTURA_NO_ENCONTRADA
RB	400046306	4000543	FACTURA_NO_ENCONTRADA
RB	500021593	5000667	FACTURA_NO_ENCONTRADA
RB	200127448	2000661	FACTURA_NO_ENCONTRADA
RB	100110195	1000765	FACTURA_NO_ENCONTRADA
RB	500021594	5000667	FACTURA_NO_ENCONTRADA
RB	500021594	5000667	FACTURA_NO_ENCONTRADA
RB	300043285	3000654	FACTURA_NO_ENCONTRADA
RB	300043285	3000654	FACTURA_NO_ENCONTRADA
RB	100110199	1000765	FACTURA_NO_ENCONTRADA
RB	100110199	1000765	FACTURA_NO_ENCONTRADA
RB	100110201	1000765	FACTURA_NO_ENCONTRADA
RB	100110207	1000765	FACTURA_NO_ENCONTRADA
RB	100110207	1000765	FACTURA_NO_ENCONTRADA
RB	800013401	8000618	FACTURA_NO_ENCONTRADA
RB	800013401	8000618	FACTURA_NO_ENCONTRADA
RB	700013494	7000646	FACTURA_NO_ENCONTRADA
RB	700013495	7000646	FACTURA_NO_ENCONTRADA
RB	700013500	7000646	FACTURA_NO_ENCONTRADA
RB	100110214	1000766	FACTURA_NO_ENCONTRADA
RB	100110218	1000766	FACTURA_NO_ENCONTRADA
RB	800013409	8000619	FACTURA_NO_ENCONTRADA
RB	100110222	1000766	FACTURA_NO_ENCONTRADA
RB	800013410	8000619	FACTURA_NO_ENCONTRADA
RB	800013410	8000619	FACTURA_NO_ENCONTRADA
RB	100110224	1000766	FACTURA_NO_ENCONTRADA
RB	600000177	6000112	FACTURA_NO_ENCONTRADA
RB	700013501	7000647	FACTURA_NO_ENCONTRADA
RB	700013503	7000647	FACTURA_NO_ENCONTRADA
RB	700013504	7000647	FACTURA_NO_ENCONTRADA
RB	100110225	1000767	FACTURA_NO_ENCONTRADA
RB	100110225	1000767	FACTURA_NO_ENCONTRADA
RB	100110237	1000767	FACTURA_NO_ENCONTRADA
RB	100110239	1000767	FACTURA_NO_ENCONTRADA
RB	100110239	1000767	FACTURA_NO_ENCONTRADA
RB	100110243	1000768	FACTURA_NO_ENCONTRADA
RB	100110243	1000768	FACTURA_NO_ENCONTRADA
RB	800013422	8000621	FACTURA_NO_ENCONTRADA
RB	800013422	8000621	FACTURA_NO_ENCONTRADA
RB	700013508	7000648	FACTURA_NO_ENCONTRADA
RB	700013508	7000648	FACTURA_NO_ENCONTRADA
RB	700013508	7000648	FACTURA_NO_ENCONTRADA
RB	700013508	7000648	FACTURA_NO_ENCONTRADA
RB	700013508	7000648	FACTURA_NO_ENCONTRADA
RB	700013508	7000648	FACTURA_NO_ENCONTRADA
RB	200127502	2000664	FACTURA_NO_ENCONTRADA
RB	200127502	2000664	FACTURA_NO_ENCONTRADA
RB	200127502	2000664	FACTURA_NO_ENCONTRADA
RB	200127502	2000664	FACTURA_NO_ENCONTRADA
RB	100110268	1000769	FACTURA_NO_ENCONTRADA
RB	100110270	1000769	FACTURA_NO_ENCONTRADA
RB	100110271	1000769	FACTURA_NO_ENCONTRADA
RB	800013430	8000622	FACTURA_NO_ENCONTRADA
RB	800013435	8000622	FACTURA_NO_ENCONTRADA
RB	100110274	1000769	FACTURA_NO_ENCONTRADA
RB	100110281	1000770	FACTURA_NO_ENCONTRADA
RB	500021639	5000672	FACTURA_NO_ENCONTRADA
RB	500021639	5000672	FACTURA_NO_ENCONTRADA
RB	100110292	1000770	FACTURA_NO_ENCONTRADA
RB	800013443	8000623	FACTURA_NO_ENCONTRADA
RB	800013443	8000623	FACTURA_NO_ENCONTRADA
RB	700013527	7000651	FACTURA_NO_ENCONTRADA
RB	200127557	2000666	FACTURA_NO_ENCONTRADA
RB	800013449	8000624	FACTURA_NO_ENCONTRADA
RB	800013449	8000624	FACTURA_NO_ENCONTRADA
RB	800013454	8000624	FACTURA_NO_ENCONTRADA
RB	100110322	1000771	FACTURA_NO_ENCONTRADA
RB	100110323	1000771	FACTURA_NO_ENCONTRADA
RB	100110323	1000771	FACTURA_NO_ENCONTRADA
RB	100110323	1000771	FACTURA_NO_ENCONTRADA
RB	100110323	1000771	FACTURA_NO_ENCONTRADA
RB	100110328	1000772	FACTURA_NO_ENCONTRADA
RB	100110329	1000772	FACTURA_NO_ENCONTRADA
RB	100110329	1000772	FACTURA_NO_ENCONTRADA
RB	400046369	4000550	FACTURA_NO_ENCONTRADA
RB	400046369	4000550	FACTURA_NO_ENCONTRADA
RB	400046369	4000550	FACTURA_NO_ENCONTRADA
RB	400046369	4000550	FACTURA_NO_ENCONTRADA
RB	400046369	4000550	FACTURA_NO_ENCONTRADA
RB	400046369	4000550	FACTURA_NO_ENCONTRADA
RB	400046369	4000550	FACTURA_NO_ENCONTRADA
RB	400046369	4000550	FACTURA_NO_ENCONTRADA
RB	400046369	4000550	FACTURA_NO_ENCONTRADA
RB	100110332	1000772	FACTURA_NO_ENCONTRADA
RB	800013459	8000625	FACTURA_NO_ENCONTRADA
RB	800013460	8000625	FACTURA_NO_ENCONTRADA
RB	100110341	1000772	FACTURA_NO_ENCONTRADA
RB	100110342	1000772	FACTURA_NO_ENCONTRADA
RB	100110344	1000772	FACTURA_NO_ENCONTRADA
RB	100110345	1000772	FACTURA_NO_ENCONTRADA
RB	100110348	1000773	FACTURA_NO_ENCONTRADA
RB	100110348	1000773	FACTURA_NO_ENCONTRADA
RB	800013471	8000626	FACTURA_NO_ENCONTRADA
RB	800013471	8000626	FACTURA_NO_ENCONTRADA
RB	800013471	8000626	FACTURA_NO_ENCONTRADA
RB	100110363	1000774	FACTURA_NO_ENCONTRADA
RB	100110365	1000774	FACTURA_NO_ENCONTRADA
RB	100110369	1000774	FACTURA_NO_ENCONTRADA
RB	400046387	4000552	FACTURA_NO_ENCONTRADA
RB	400046387	4000552	FACTURA_NO_ENCONTRADA
RB	400046388	4000552	FACTURA_NO_ENCONTRADA
RB	700013539	7000653	FACTURA_NO_ENCONTRADA
RB	700013539	7000653	FACTURA_NO_ENCONTRADA
RB	700013539	7000653	FACTURA_NO_ENCONTRADA
RB	800013481	8000627	FACTURA_NO_ENCONTRADA
RB	700013546	7000654	FACTURA_NO_ENCONTRADA
RB	700013546	7000654	FACTURA_NO_ENCONTRADA
RB	200127640	2000670	FACTURA_NO_ENCONTRADA
RB	200127640	2000670	FACTURA_NO_ENCONTRADA
RB	200127640	2000670	FACTURA_NO_ENCONTRADA
RB	100110408	1000775	FACTURA_NO_ENCONTRADA
RB	100110409	1000775	FACTURA_NO_ENCONTRADA
RB	100110410	1000775	FACTURA_NO_ENCONTRADA
RB	100110410	1000775	FACTURA_NO_ENCONTRADA
RB	100110412	1000775	FACTURA_NO_ENCONTRADA
RB	100110412	1000775	FACTURA_NO_ENCONTRADA
RB	100110412	1000775	FACTURA_NO_ENCONTRADA
RB	100110415	1000776	FACTURA_NO_ENCONTRADA
RB	700013551	7000655	FACTURA_NO_ENCONTRADA
RB	700013551	7000655	FACTURA_NO_ENCONTRADA
RB	700013552	7000655	FACTURA_NO_ENCONTRADA
RB	400046421	4000554	FACTURA_NO_ENCONTRADA
RB	400046421	4000554	FACTURA_NO_ENCONTRADA
RB	400046421	4000554	FACTURA_NO_ENCONTRADA
RB	500021694	5000678	FACTURA_NO_ENCONTRADA
RB	700013559	7000656	FACTURA_NO_ENCONTRADA
RB	700013560	7000656	FACTURA_NO_ENCONTRADA
RB	800013513	8000630	FACTURA_NO_ENCONTRADA
RB	800013513	8000630	FACTURA_NO_ENCONTRADA
RB	800013514	8000630	FACTURA_NO_ENCONTRADA
RB	800013514	8000630	FACTURA_NO_ENCONTRADA
RB	100110440	1000777	FACTURA_NO_ENCONTRADA
RB	100110441	1000777	FACTURA_NO_ENCONTRADA
RB	700013561	7000656	FACTURA_NO_ENCONTRADA
RB	700013561	7000656	FACTURA_NO_ENCONTRADA
RB	700013562	7000656	FACTURA_NO_ENCONTRADA
RB	700013567	7000656	FACTURA_NO_ENCONTRADA
RB	700013567	7000656	FACTURA_NO_ENCONTRADA
RB	800013519	8000630	FACTURA_NO_ENCONTRADA
RB	800013519	8000630	FACTURA_NO_ENCONTRADA
RB	800013519	8000630	FACTURA_NO_ENCONTRADA
RB	800013520	8000630	FACTURA_NO_ENCONTRADA
RB	800013520	8000630	FACTURA_NO_ENCONTRADA
RB	800013520	8000630	FACTURA_NO_ENCONTRADA
RB	800013520	8000630	FACTURA_NO_ENCONTRADA
RB	500021707	5000680	FACTURA_NO_ENCONTRADA
RB	100110460	1000779	FACTURA_NO_ENCONTRADA
RB	800013542	8000632	FACTURA_NO_ENCONTRADA
RB	100110461	1000779	FACTURA_NO_ENCONTRADA
RB	800013544	8000632	FACTURA_NO_ENCONTRADA
RB	800013545	8000632	FACTURA_NO_ENCONTRADA
RB	100110470	1000779	FACTURA_NO_ENCONTRADA
RB	100110470	1000779	FACTURA_NO_ENCONTRADA
RB	100110470	1000779	FACTURA_NO_ENCONTRADA
RB	100110471	1000779	FACTURA_NO_ENCONTRADA
RB	700013568	7000657	FACTURA_NO_ENCONTRADA
RB	700013569	7000657	FACTURA_NO_ENCONTRADA
RB	700013572	7000658	FACTURA_NO_ENCONTRADA
RB	800013552	8000633	FACTURA_NO_ENCONTRADA
RB	800013552	8000633	FACTURA_NO_ENCONTRADA
RB	100110478	1000780	FACTURA_NO_ENCONTRADA
RB	100110479	1000780	FACTURA_NO_ENCONTRADA
RB	700013575	7000658	FACTURA_NO_ENCONTRADA
RB	700013575	7000658	FACTURA_NO_ENCONTRADA
RB	700013575	7000658	FACTURA_NO_ENCONTRADA
RR	100110495	1000781	FACTURA_NO_ENCONTRADA
RB	100110498	1000781	FACTURA_NO_ENCONTRADA
RB	100110498	1000781	FACTURA_NO_ENCONTRADA
RB	100110499	1000781	FACTURA_NO_ENCONTRADA
RB	400046467	4000559	FACTURA_NO_ENCONTRADA
RB	400046467	4000559	FACTURA_NO_ENCONTRADA
RB	400046468	4000559	FACTURA_NO_ENCONTRADA
RB	400046469	4000559	FACTURA_NO_ENCONTRADA
RB	400046469	4000559	FACTURA_NO_ENCONTRADA
RB	400046470	4000559	FACTURA_NO_ENCONTRADA
RB	800013565	8000634	FACTURA_NO_ENCONTRADA
RB	800013565	8000634	FACTURA_NO_ENCONTRADA
RB	100110509	1000781	FACTURA_NO_ENCONTRADA
RB	100110509	1000781	FACTURA_NO_ENCONTRADA
RB	100110510	1000781	FACTURA_NO_ENCONTRADA
RB	400046482	4000560	FACTURA_NO_ENCONTRADA
RB	700013586	7000660	FACTURA_NO_ENCONTRADA
RB	700013586	7000660	FACTURA_NO_ENCONTRADA
RB	700013586	7000660	FACTURA_NO_ENCONTRADA
RB	700013586	7000660	FACTURA_NO_ENCONTRADA
RB	100110521	1000782	FACTURA_NO_ENCONTRADA
RB	700013587	7000660	FACTURA_NO_ENCONTRADA
RB	100110526	1000782	FACTURA_NO_ENCONTRADA
RB	800013574	8000635	FACTURA_NO_ENCONTRADA
RB	800013576	8000635	FACTURA_NO_ENCONTRADA
RB	500021750	5000685	FACTURA_NO_ENCONTRADA
RB	500021761	5000686	FACTURA_NO_ENCONTRADA
RB	100110556	1000784	FACTURA_NO_ENCONTRADA
RB	800013589	8000637	FACTURA_NO_ENCONTRADA
RB	100110570	1000784	FACTURA_NO_ENCONTRADA
RB	100110571	1000784	FACTURA_NO_ENCONTRADA
RB	100110571	1000784	FACTURA_NO_ENCONTRADA
RB	100110573	1000785	FACTURA_NO_ENCONTRADA
RB	100110573	1000785	FACTURA_NO_ENCONTRADA
RB	100110573	1000785	FACTURA_NO_ENCONTRADA
RB	100110573	1000785	FACTURA_NO_ENCONTRADA
RB	100110573	1000785	FACTURA_NO_ENCONTRADA
RB	100110573	1000785	FACTURA_NO_ENCONTRADA
RB	100110573	1000785	FACTURA_NO_ENCONTRADA
RB	800013591	8000638	FACTURA_NO_ENCONTRADA
RB	800013591	8000638	FACTURA_NO_ENCONTRADA
RB	800013592	8000638	FACTURA_NO_ENCONTRADA
RB	400046516	4000563	FACTURA_NO_ENCONTRADA
RB	400046516	4000563	FACTURA_NO_ENCONTRADA
RB	400046516	4000563	FACTURA_NO_ENCONTRADA
RB	400046517	4000563	FACTURA_NO_ENCONTRADA
RB	400046518	4000563	FACTURA_NO_ENCONTRADA
RB	400046518	4000563	FACTURA_NO_ENCONTRADA
RB	400046519	4000563	FACTURA_NO_ENCONTRADA
RB	400046519	4000563	FACTURA_NO_ENCONTRADA
RB	800013594	8000638	FACTURA_NO_ENCONTRADA
RB	800013594	8000638	FACTURA_NO_ENCONTRADA
RB	800013595	8000638	FACTURA_NO_ENCONTRADA
RB	100110585	1000785	FACTURA_NO_ENCONTRADA
RB	100110586	1000785	FACTURA_NO_ENCONTRADA
RR	600000184	6000127	FACTURA_NO_ENCONTRADA
RB	700013603	7000662	FACTURA_NO_ENCONTRADA
RB	100110595	1000785	FACTURA_NO_ENCONTRADA
RB	100110596	1000785	FACTURA_NO_ENCONTRADA
RB	100110597	1000785	FACTURA_NO_ENCONTRADA
RB	100110599	1000785	FACTURA_NO_ENCONTRADA
RB	100110601	1000785	FACTURA_NO_ENCONTRADA
RB	100110601	1000785	FACTURA_NO_ENCONTRADA
RB	800013602	8000639	FACTURA_NO_ENCONTRADA
RB	100110606	1000786	FACTURA_NO_ENCONTRADA
RB	100110607	1000786	FACTURA_NO_ENCONTRADA
RB	100110607	1000786	FACTURA_NO_ENCONTRADA
RB	100110607	1000786	FACTURA_NO_ENCONTRADA
RB	100110607	1000786	FACTURA_NO_ENCONTRADA
RB	300043535	3000674	FACTURA_NO_ENCONTRADA
RB	300043535	3000674	FACTURA_NO_ENCONTRADA
RB	100110611	1000786	FACTURA_NO_ENCONTRADA
RB	100110611	1000786	FACTURA_NO_ENCONTRADA
RB	400046538	4000564	FACTURA_NO_ENCONTRADA
RB	400046539	4000564	FACTURA_NO_ENCONTRADA
RB	400046540	4000564	FACTURA_NO_ENCONTRADA
RB	400046544	4000564	FACTURA_NO_ENCONTRADA
RB	700013604	7000663	FACTURA_NO_ENCONTRADA
RB	700013604	7000663	FACTURA_NO_ENCONTRADA
RB	700013604	7000663	FACTURA_NO_ENCONTRADA
RB	100110617	1000786	FACTURA_NO_ENCONTRADA
RB	800013610	8000639	FACTURA_NO_ENCONTRADA
RB	100110620	1000786	FACTURA_NO_ENCONTRADA
RB	100110622	1000787	FACTURA_NO_ENCONTRADA
RB	100110622	1000787	FACTURA_NO_ENCONTRADA
RB	800013615	8000640	FACTURA_NO_ENCONTRADA
RB	800013615	8000640	FACTURA_NO_ENCONTRADA
RB	800013615	8000640	FACTURA_NO_ENCONTRADA
RB	100110623	1000787	FACTURA_NO_ENCONTRADA
RB	700013611	7000664	FACTURA_NO_ENCONTRADA
RB	700013611	7000664	FACTURA_NO_ENCONTRADA
RB	500021786	5000689	FACTURA_NO_ENCONTRADA
RB	500021786	5000689	FACTURA_NO_ENCONTRADA
RB	100110628	1000787	FACTURA_NO_ENCONTRADA
RB	100110628	1000787	FACTURA_NO_ENCONTRADA
RB	100110628	1000787	FACTURA_NO_ENCONTRADA
RB	100110628	1000787	FACTURA_NO_ENCONTRADA
RB	100110628	1000787	FACTURA_NO_ENCONTRADA
RB	100110628	1000787	FACTURA_NO_ENCONTRADA
RB	100110628	1000787	FACTURA_NO_ENCONTRADA
RB	100110628	1000787	FACTURA_NO_ENCONTRADA
RB	100110628	1000787	FACTURA_NO_ENCONTRADA
RB	100110628	1000787	FACTURA_NO_ENCONTRADA
RB	100110628	1000787	FACTURA_NO_ENCONTRADA
RB	100110628	1000787	FACTURA_NO_ENCONTRADA
RB	100110628	1000787	FACTURA_NO_ENCONTRADA
RB	800013618	8000640	FACTURA_NO_ENCONTRADA
RB	800013618	8000640	FACTURA_NO_ENCONTRADA
RB	800013618	8000640	FACTURA_NO_ENCONTRADA
RB	700013616	7000664	FACTURA_NO_ENCONTRADA
RB	700013620	7000664	FACTURA_NO_ENCONTRADA
RB	100110636	1000787	FACTURA_NO_ENCONTRADA
RB	100110636	1000787	FACTURA_NO_ENCONTRADA
RB	100110637	1000787	FACTURA_NO_ENCONTRADA
RB	700013623	7000664	FACTURA_NO_ENCONTRADA
RB	700013623	7000664	FACTURA_NO_ENCONTRADA
RB	700013623	7000664	FACTURA_NO_ENCONTRADA
RB	700013623	7000664	FACTURA_NO_ENCONTRADA
RB	100110651	1000788	FACTURA_NO_ENCONTRADA
RB	100110651	1000788	FACTURA_NO_ENCONTRADA
RB	800013627	8000641	FACTURA_NO_ENCONTRADA
RB	700013630	7000665	FACTURA_NO_ENCONTRADA
RB	800013639	8000643	FACTURA_NO_ENCONTRADA
RB	800013640	8000643	FACTURA_NO_ENCONTRADA
RB	500021800	5000692	FACTURA_NO_ENCONTRADA
RB	800013643	8000643	FACTURA_NO_ENCONTRADA
RB	800013643	8000643	FACTURA_NO_ENCONTRADA
RB	100110684	1000790	FACTURA_NO_ENCONTRADA
RB	100110684	1000790	FACTURA_NO_ENCONTRADA
RB	100110685	1000790	FACTURA_NO_ENCONTRADA
RB	800013645	8000643	FACTURA_NO_ENCONTRADA
RB	800013645	8000643	FACTURA_NO_ENCONTRADA
RB	200127957	2000685	FACTURA_NO_ENCONTRADA
RB	100110687	1000790	FACTURA_NO_ENCONTRADA
RB	400046582	4000568	FACTURA_NO_ENCONTRADA
RR	400046583	4000568	FACTURA_NO_ENCONTRADA
RR	400046583	4000568	FACTURA_NO_ENCONTRADA
RB	800013648	8000643	FACTURA_NO_ENCONTRADA
RB	100110692	1000790	FACTURA_NO_ENCONTRADA
RB	700013637	7000666	FACTURA_NO_ENCONTRADA
RB	700013637	7000666	FACTURA_NO_ENCONTRADA
RB	700013637	7000666	FACTURA_NO_ENCONTRADA
RB	700013637	7000666	FACTURA_NO_ENCONTRADA
RB	700013637	7000666	FACTURA_NO_ENCONTRADA
RB	700013637	7000666	FACTURA_NO_ENCONTRADA
RB	700013637	7000666	FACTURA_NO_ENCONTRADA
RB	700013637	7000666	FACTURA_NO_ENCONTRADA
RB	700013637	7000666	FACTURA_NO_ENCONTRADA
RB	700013637	7000666	FACTURA_NO_ENCONTRADA
RB	700013637	7000666	FACTURA_NO_ENCONTRADA
RB	700013638	7000666	FACTURA_NO_ENCONTRADA
RB	800013652	8000643	FACTURA_NO_ENCONTRADA
RB	800013653	8000643	FACTURA_NO_ENCONTRADA
RB	100110693	1000790	FACTURA_NO_ENCONTRADA
RB	100110693	1000790	FACTURA_NO_ENCONTRADA
RB	800013663	8000644	FACTURA_NO_ENCONTRADA
RB	100110697	1000791	FACTURA_NO_ENCONTRADA
RB	800013666	8000644	FACTURA_NO_ENCONTRADA
RB	700013641	7000667	FACTURA_NO_ENCONTRADA
RB	700013641	7000667	FACTURA_NO_ENCONTRADA
RB	700013641	7000667	FACTURA_NO_ENCONTRADA
RB	700013641	7000667	FACTURA_NO_ENCONTRADA
RB	700013641	7000667	FACTURA_NO_ENCONTRADA
RB	100110702	1000791	FACTURA_NO_ENCONTRADA
RB	100110702	1000791	FACTURA_NO_ENCONTRADA
RB	100110702	1000791	FACTURA_NO_ENCONTRADA
RB	700013645	7000667	FACTURA_NO_ENCONTRADA
RB	100110704	1000791	FACTURA_NO_ENCONTRADA
RB	700013651	7000668	FACTURA_NO_ENCONTRADA
RB	800013678	8000645	FACTURA_NO_ENCONTRADA
RB	700013654	7000668	FACTURA_NO_ENCONTRADA
RB	100110717	1000792	FACTURA_NO_ENCONTRADA
RB	100110723	1000793	FACTURA_NO_ENCONTRADA
RB	100110725	1000793	FACTURA_NO_ENCONTRADA
RB	100110725	1000793	FACTURA_NO_ENCONTRADA
RB	100110725	1000793	FACTURA_NO_ENCONTRADA
RB	500021830	5000695	FACTURA_NO_ENCONTRADA
RB	700013657	7000669	FACTURA_NO_ENCONTRADA
RB	700013659	7000669	FACTURA_NO_ENCONTRADA
RB	700013659	7000669	FACTURA_NO_ENCONTRADA
RB	700013661	7000669	FACTURA_NO_ENCONTRADA
RB	700013662	7000669	FACTURA_NO_ENCONTRADA
RB	800013697	8000646	FACTURA_NO_ENCONTRADA
RB	800013698	8000646	FACTURA_NO_ENCONTRADA
RB	800013699	8000646	FACTURA_NO_ENCONTRADA
RB	800013700	8000647	FACTURA_NO_ENCONTRADA
RB	100110750	1000794	FACTURA_NO_ENCONTRADA
RB	100110753	1000794	FACTURA_NO_ENCONTRADA
RB	700013665	7000670	FACTURA_NO_ENCONTRADA
RB	100110755	1000794	FACTURA_NO_ENCONTRADA
RB	800013712	8000648	FACTURA_NO_ENCONTRADA
RB	800013712	8000648	FACTURA_NO_ENCONTRADA
RB	100110783	1000796	FACTURA_NO_ENCONTRADA
RB	800013719	8000649	FACTURA_NO_ENCONTRADA
RB	700013670	7000671	FACTURA_NO_ENCONTRADA
RB	700013670	7000671	FACTURA_NO_ENCONTRADA
RB	700013670	7000671	FACTURA_NO_ENCONTRADA
RB	700013670	7000671	FACTURA_NO_ENCONTRADA
RB	700013676	7000671	FACTURA_NO_ENCONTRADA
RB	700013678	7000671	FACTURA_NO_ENCONTRADA
RB	700013678	7000671	FACTURA_NO_ENCONTRADA
RB	700013679	7000671	FACTURA_NO_ENCONTRADA
RB	100110793	1000796	FACTURA_NO_ENCONTRADA
RB	100110794	1000796	FACTURA_NO_ENCONTRADA
RB	100110796	1000796	FACTURA_NO_ENCONTRADA
RB	100110798	1000796	FACTURA_NO_ENCONTRADA
RB	100110798	1000796	FACTURA_NO_ENCONTRADA
RB	100110799	1000796	FACTURA_NO_ENCONTRADA
RB	100110799	1000796	FACTURA_NO_ENCONTRADA
RB	100110807	1000796	FACTURA_NO_ENCONTRADA
RB	100110813	1000797	FACTURA_NO_ENCONTRADA
RB	800013732	8000650	FACTURA_NO_ENCONTRADA
RB	800013732	8000650	FACTURA_NO_ENCONTRADA
RB	800013732	8000650	FACTURA_NO_ENCONTRADA
RB	100110821	1000797	FACTURA_NO_ENCONTRADA
RB	700013683	7000672	FACTURA_NO_ENCONTRADA
RB	100110824	1000797	FACTURA_NO_ENCONTRADA
RB	800013741	8000651	FACTURA_NO_ENCONTRADA
RB	100110847	1000798	FACTURA_NO_ENCONTRADA
RB	100110847	1000798	FACTURA_NO_ENCONTRADA
RB	100110847	1000798	FACTURA_NO_ENCONTRADA
RB	100110853	1000798	FACTURA_NO_ENCONTRADA
RB	100110856	1000799	FACTURA_NO_ENCONTRADA
RB	100110859	1000799	FACTURA_NO_ENCONTRADA
RB	100110859	1000799	FACTURA_NO_ENCONTRADA
RB	800013755	8000652	FACTURA_NO_ENCONTRADA
RB	800013755	8000652	FACTURA_NO_ENCONTRADA
RB	100110867	1000799	FACTURA_NO_ENCONTRADA
RB	100110870	1000799	FACTURA_NO_ENCONTRADA
RB	100110870	1000799	FACTURA_NO_ENCONTRADA
RB	100110870	1000799	FACTURA_NO_ENCONTRADA
RB	100110870	1000799	FACTURA_NO_ENCONTRADA
RB	100110870	1000799	FACTURA_NO_ENCONTRADA
RB	100110870	1000799	FACTURA_NO_ENCONTRADA
RB	100110870	1000799	FACTURA_NO_ENCONTRADA
RB	100110870	1000799	FACTURA_NO_ENCONTRADA
RB	100110870	1000799	FACTURA_NO_ENCONTRADA
RB	100110870	1000799	FACTURA_NO_ENCONTRADA
RB	100110870	1000799	FACTURA_NO_ENCONTRADA
RB	100110870	1000799	FACTURA_NO_ENCONTRADA
RB	100110870	1000799	FACTURA_NO_ENCONTRADA
RB	100110870	1000799	FACTURA_NO_ENCONTRADA
RB	100110871	1000799	FACTURA_NO_ENCONTRADA
RB	100110873	1000799	FACTURA_NO_ENCONTRADA
RB	100110875	1000799	FACTURA_NO_ENCONTRADA
RB	700013698	7000675	FACTURA_NO_ENCONTRADA
RB	700013698	7000675	FACTURA_NO_ENCONTRADA
RB	700013699	7000675	FACTURA_NO_ENCONTRADA
RB	700013699	7000675	FACTURA_NO_ENCONTRADA
RB	700013699	7000675	FACTURA_NO_ENCONTRADA
RB	700013699	7000675	FACTURA_NO_ENCONTRADA
RB	700013699	7000675	FACTURA_NO_ENCONTRADA
RB	700013699	7000675	FACTURA_NO_ENCONTRADA
RB	700013699	7000675	FACTURA_NO_ENCONTRADA
RB	500021897	5000702	FACTURA_NO_ENCONTRADA
RB	700013700	7000675	FACTURA_NO_ENCONTRADA
RB	100110896	1000800	FACTURA_NO_ENCONTRADA
RB	100110896	1000800	FACTURA_NO_ENCONTRADA
RB	100110897	1000800	FACTURA_NO_ENCONTRADA
RB	100110898	1000800	FACTURA_NO_ENCONTRADA
RB	100110901	1000800	FACTURA_NO_ENCONTRADA
RB	100110902	1000800	FACTURA_NO_ENCONTRADA
RB	100110904	1000800	FACTURA_NO_ENCONTRADA
RB	100110906	1000801	FACTURA_NO_ENCONTRADA
RB	100110906	1000801	FACTURA_NO_ENCONTRADA
RB	800013785	8000654	FACTURA_NO_ENCONTRADA
RB	800013786	8000654	FACTURA_NO_ENCONTRADA
RB	800013794	8000655	FACTURA_NO_ENCONTRADA
RB	800013794	8000655	FACTURA_NO_ENCONTRADA
RB	800013794	8000655	FACTURA_NO_ENCONTRADA
RB	800013794	8000655	FACTURA_NO_ENCONTRADA
RB	800013794	8000655	FACTURA_NO_ENCONTRADA
RB	800013794	8000655	FACTURA_NO_ENCONTRADA
RB	800013794	8000655	FACTURA_NO_ENCONTRADA
RB	800013794	8000655	FACTURA_NO_ENCONTRADA
RB	800013794	8000655	FACTURA_NO_ENCONTRADA
RB	700013713	7000677	FACTURA_NO_ENCONTRADA
RB	100110940	1000802	FACTURA_NO_ENCONTRADA
RB	100110940	1000802	FACTURA_NO_ENCONTRADA
RB	100110947	1000803	FACTURA_NO_ENCONTRADA
RB	100110947	1000803	FACTURA_NO_ENCONTRADA
RB	100110947	1000803	FACTURA_NO_ENCONTRADA
RB	100110947	1000803	FACTURA_NO_ENCONTRADA
RB	200128260	2000698	FACTURA_NO_ENCONTRADA
RB	100110957	1000803	FACTURA_NO_ENCONTRADA
RB	800013810	8000656	FACTURA_NO_ENCONTRADA
RB	800013811	8000656	FACTURA_NO_ENCONTRADA
RB	800013811	8000656	FACTURA_NO_ENCONTRADA
RB	800013811	8000656	FACTURA_NO_ENCONTRADA
RB	800013811	8000656	FACTURA_NO_ENCONTRADA
RB	800013811	8000656	FACTURA_NO_ENCONTRADA
RB	100110960	1000803	FACTURA_NO_ENCONTRADA
RB	100110961	1000803	FACTURA_NO_ENCONTRADA
RB	100110962	1000803	FACTURA_NO_ENCONTRADA
RB	200128274	2000698	FACTURA_NO_ENCONTRADA
RB	200128274	2000698	FACTURA_NO_ENCONTRADA
RB	100110965	1000803	FACTURA_NO_ENCONTRADA
